
-4.623149401855788E+00,2.571983786391916E+00,1.955085457607295E-01
-4.603079725445197E+00,2.541156602981769E+00,1.906645610056050E-01
-4.583262436999041E+00,2.511187442248946E+00,1.859382428319116E-01
-4.563696336197964E+00,2.482042241937702E+00,1.813248844286418E-01
-4.544379667417695E+00,2.453688579391644E+00,1.768200151227629E-01
-4.525309325737652E+00,2.426095168868111E+00,1.724193419045064E-01
-4.506482057917131E+00,2.399232308722204E+00,1.681187941857903E-01
-4.487895732045276E+00,2.373072372128981E+00,1.639145735852013E-01
-4.469548292487987E+00,2.347589210382634E+00,1.598030862152644E-01
-4.451436842047493E+00,2.322757622595538E+00,1.557808823264331E-01
-4.433558179650267E+00,2.298553526311326E+00,1.518446722750085E-01
-4.415909144824075E+00,2.274954043402063E+00,1.479913336103655E-01
-4.398486601650465E+00,2.251937411304814E+00,1.442178986039436E-01
-4.381287467136511E+00,2.229482924389599E+00,1.405215451984374E-01
-4.364308792322342E+00,2.207570909089201E+00,1.368995929972565E-01
-4.347547980149428E+00,2.186182760918559E+00,1.333495060174854E-01
-4.331002141500413E+00,2.165300606379301E+00,1.298688541429084E-01
-4.314667254744839E+00,2.144906884076820E+00,1.264552662400158E-01
-4.298539352550319E+00,2.124984815082617E+00,1.231064791449429E-01
-4.282615816093714E+00,2.105518921584640E+00,1.198203917052718E-01
-4.266894177754489E+00,2.086494468786972E+00,1.165950041035251E-01
-4.251371009196634E+00,2.067896947251144E+00,1.134283618267711E-01
-4.236042804725336E+00,2.049712412564507E+00,1.103185899528207E-01
-4.220906578236969E+00,2.031927706266401E+00,1.072639148333068E-01
-4.205959570359679E+00,2.014530297603487E+00,1.042626469283325E-01
-4.191199301839262E+00,1.997508270815731E+00,1.013131791330462E-01
-4.176623060024708E+00,1.980850096896082E+00,9.841396138187997E-02
-4.162227135855829E+00,1.964544305071166E+00,9.556346480450828E-02
-4.148007899137351E+00,1.948579886559625E+00,9.276022365579839E-02
-4.133962940049628E+00,1.932946727303164E+00,9.000288025778658E-02
-4.120090085505204E+00,1.917635194153069E+00,8.729014056242146E-02
-4.106386535428179E+00,1.902635769201745E+00,8.462073477468068E-02
-4.092849337931143E+00,1.887939222892046E+00,8.199343524882174E-02
-4.079475688555667E+00,1.873536718223907E+00,7.940706715719792E-02
-4.066262903216014E+00,1.859419778606837E+00,7.686050406927258E-02
-4.053208434016666E+00,1.845580276525479E+00,7.435266587305012E-02
-4.040309930815960E+00,1.832010443512942E+00,7.188251958992720E-02
-4.027565425601068E+00,1.818702924759501E+00,6.944908454858101E-02
-4.014972734450830E+00,1.805650543669177E+00,6.705140795409303E-02
-4.002528703281900E+00,1.792846009774539E+00,6.468853485436465E-02
-3.990230258471882E+00,1.780282295632476E+00,6.235954561820378E-02
-3.978075501871904E+00,1.767953031129549E+00,6.006359507547299E-02
-3.966062764495800E+00,1.755852143920398E+00,5.779987626973038E-02
-3.954189777675968E+00,1.743973542857386E+00,5.556758853968113E-02
-3.942454128874165E+00,1.732311279654548E+00,5.336595315159021E-02
-3.930853549766163E+00,1.720859649894108E+00,5.119422287438902E-02
-3.919385884058391E+00,1.709613165320365E+00,4.905167880158257E-02
-3.908049094586529E+00,1.698566542442088E+00,4.693762876261254E-02
-3.896841329597778E+00,1.687714724684529E+00,4.485140952209143E-02
-3.885761112686693E+00,1.677052946856578E+00,4.279239320136596E-02
-3.874806756986912E+00,1.666576520074128E+00,4.075996548696925E-02
-3.863975605823781E+00,1.656280557723796E+00,3.875349795730965E-02
-3.853265083662581E+00,1.646160336970535E+00,3.677238387491122E-02
-3.842673843439388E+00,1.636211692772838E+00,3.481607716186563E-02
-3.832200691344733E+00,1.626430639109810E+00,3.288405438576569E-02
-3.821843588761188E+00,1.616813017997261E+00,3.097577948345076E-02
-3.811600439490875E+00,1.607354765374741E+00,2.909073013711116E-02
-3.801469620964363E+00,1.598052089693072E+00,2.722841556568756E-02
-3.791449719970276E+00,1.588901375680213E+00,2.538836657087851E-02
-3.781539579699849E+00,1.579899193338552E+00,2.357013586361967E-02
-3.771737830867648E+00,1.571042140924274E+00,2.177328307194626E-02
-3.762042198922494E+00,1.562326613448972E+00,1.999735241731171E-02
-3.752450472222830E+00,1.553749116332974E+00,1.824190259451797E-02
-3.742961529903754E+00,1.545306599217416E+00,1.650653869262175E-02
-3.733574454733684E+00,1.536996162265083E+00,1.479088368757620E-02
-3.724287754580432E+00,1.528814798017099E+00,1.309455323081843E-02
-3.715099789550431E+00,1.520759528881863E+00,1.141716920741320E-02
-3.706009040717273E+00,1.512827492600134E+00,9.758368306230669E-03
-3.697014083997969E+00,1.505015928925791E+00,8.117800108650708E-03
-3.688113602036238E+00,1.497322180590542E+00,6.495126619741942E-03
-3.679306439889833E+00,1.489743707325094E+00,4.890023719745895E-03
-3.670591773112741E+00,1.482278134109116E+00,3.302185691807846E-03
-3.661968564562035E+00,1.474923081727303E+00,1.731309183394925E-03
-3.653434878757056E+00,1.467675952934126E+00,1.770730590405778E-04
-3.644989825228107E+00,1.460534040945656E+00,-1.360994193165599E-03
-3.636629622938223E+00,1.453495767517480E+00,-2.882685130785156E-03
