
-5.397460930084488E+00,6.239293789326048E+00,7.342660191376762E-01
-5.423096825833158E+00,6.047451140055266E+00,7.062986558767412E-01
-5.441089684470199E+00,5.865671165941580E+00,6.798414913082209E-01
-5.452401225852627E+00,5.693384744320351E+00,6.548016496799647E-01
-5.457968223223389E+00,5.530061583336939E+00,6.310920171657877E-01
-5.458631964020515E+00,5.375190144070539E+00,6.086294497999571E-01
-5.455118508500785E+00,5.228272455055890E+00,5.873343320688713E-01
-5.448045437166304E+00,5.088826245144517E+00,5.671307775415739E-01
-5.437938793692199E+00,4.956389386614712E+00,5.479470061111134E-01
-5.425250529018844E+00,4.830523748091474E+00,5.297156319585909E-01
-5.410371934491533E+00,4.710817206157506E+00,5.123737522494642E-01
-5.393642791532736E+00,4.596883915113349E+00,4.958628543156984E-01
-5.375354520637387E+00,4.488362389971670E+00,4.801285038621943E-01
-5.355758925357010E+00,4.384915374269663E+00,4.651202020946450E-01
-5.335074258429636E+00,4.286228963432046E+00,4.507911771426623E-01
-5.313488860573544E+00,4.192010690141087E+00,4.370980662663602E-01
-5.291164306329067E+00,4.101987527101095E+00,4.240005937615166E-01
-5.268240313145719E+00,4.015905601204645E+00,4.114614603858724E-01
-5.244839168191122E+00,3.933529974025405E+00,3.994462487902051E-01
-5.221067060010047E+00,3.854642469744264E+00,3.879231033504875E-01
-5.197015196560570E+00,3.779039669803047E+00,3.768624361868194E-01
-5.172762294900244E+00,3.706532232912852E+00,3.662367963335913E-01
-5.148376584637564E+00,3.636944121045938E+00,3.560207328901031E-01
-5.123917169172762E+00,3.570111539303259E+00,3.461906284262839E-01
-5.099435249939031E+00,3.505882004117622E+00,3.367245519534978E-01
-5.074975243576209E+00,3.444113538911349E+00,3.276021312077599E-01
-5.050575911577551E+00,3.384674019415786E+00,3.188044457169139E-01
-5.026270396256075E+00,3.327439989529472E+00,3.103138611910004E-01
-5.002085957106448E+00,3.272295416129162E+00,3.021138596038944E-01
-4.978045869553033E+00,3.219131867337113E+00,2.941890373684000E-01
-4.954171305374265E+00,3.167848780895484E+00,2.865251164285667E-01
-4.930480583679981E+00,3.118352200086455E+00,2.791087784174699E-01
-4.906988509346529E+00,3.070553633604249E+00,2.719275147939317E-01
-4.883707294514333E+00,3.024369997403573E+00,2.649696063943117E-01
-4.860647228148399E+00,2.979723467220782E+00,2.582240941729621E-01
-4.837816880912602E+00,2.936541033366129E+00,2.516807135340529E-01
-4.815223330607009E+00,2.894754127361435E+00,2.453298384785600E-01
-4.792872445739977E+00,2.854298375271647E+00,2.391624437204924E-01
-4.770769294009798E+00,2.815113447467389E+00,2.331700782452539E-01
-4.748917571882536E+00,2.777142392956558E+00,2.273447808379749E-01
-4.727318804307938E+00,2.740330887695809E+00,2.216789871349909E-01
-4.705973756433814E+00,2.704627702366490E+00,2.161655741271344E-01
-4.684883948250662E+00,2.669985245305984E+00,2.107979135707490E-01
-4.664050427816867E+00,2.636358673876307E+00,2.055697664049538E-01
-4.643472628784597E+00,2.603705072801159E+00,2.004751853246121E-01
